ciudad,genero,edad,direccion,famtam,estadoP,eduM,eduP,trabM,trabP,razon,asistioNMM,internet,tutor,tpoviaje,tpoestudio,areprobadas,apoyoextra,apoyofam,extrapaga,activextra,qsuperior,pololea,qfamrel,tpolibre,saleamigos,salud,inasistencia,G1,G2,G3,nivelalco
Valparaiso,M,18,URB,MQ3,JUN,0,0,en_casa,servicios,curriculo,no,si,madre,2,3,1,si,si,si,si,si,no,5,4,5,5,11,4.9,4.9,7,MUYBAJO
La Serena,M,22,URB,MI3,SEP,4,3,profesor,otro,cercania,no,si,otro,4,3,1,si,si,no,si,si,no,1,5,2,3,11,3.8,6.7,5.8,MUYBAJO
La Serena,M,23,URB,MI3,SEP,3,3,profesor,profesor,cercania,si,no,otro,3,3,2,no,no,si,no,no,no,4,3,2,4,15,2.8,1,1.8,NORMAL
Valparaiso,F,21,URB,MI3,JUN,2,4,otro,otro,cercania,no,no,otro,3,4,2,si,no,si,si,si,no,5,2,1,4,14,3.5,3.7,3.4,MUYALTO
Valparaiso,F,19,URB,MQ3,SEP,4,1,profesor,en_casa,cercania,si,no,otro,3,2,1,no,si,si,si,no,no,1,2,4,4,15,5.2,6.7,6.8,NORMAL
La Serena,F,25,RUR,MI3,JUN,2,4,otro,en_casa,curriculo,si,no,otro,1,1,1,si,si,si,no,no,si,2,2,5,3,5,4.4,4.4,4.7,ALTO
Valparaiso,F,18,RUR,MQ3,JUN,4,4,profesor,profesor,reputacion,si,no,padre,4,4,1,no,no,no,no,no,si,5,3,3,4,12,3.1,6.7,4.5,BAJO
Valparaiso,M,20,RUR,MI3,JUN,3,2,salud,otro,cercania,no,si,madre,4,1,0,si,si,no,si,si,no,1,3,5,5,24,6.7,4,7,BAJO
Valparaiso,M,18,RUR,MI3,JUN,4,3,profesor,profesor,curriculo,si,si,otro,3,3,0,si,no,no,no,si,no,3,2,3,2,22,2.2,3.7,3.4,BAJO
Valparaiso,M,25,RUR,MI3,JUN,3,3,otro,salud,otro,no,si,otro,3,4,2,si,no,no,no,si,no,1,1,1,3,24,4.1,4.1,4.2,ALTO
La Serena,F,18,RUR,MQ3,JUN,4,1,profesor,otro,cercania,si,si,otro,3,2,3,no,si,no,no,si,no,5,4,4,2,30,6.4,3.1,5.2,NORMAL
La Serena,F,23,URB,MQ3,SEP,0,4,servicios,servicios,otro,si,no,madre,2,1,0,no,no,si,si,no,no,4,1,4,4,26,1.9,1,1.3,BAJO
La Serena,F,25,RUR,MQ3,JUN,2,1,servicios,en_casa,cercania,si,si,otro,4,4,0,no,no,no,no,no,si,3,2,3,4,19,2.5,3.1,3,MUYBAJO
La Serena,F,21,URB,MQ3,JUN,3,4,servicios,profesor,cercania,si,si,padre,1,4,0,no,si,si,si,si,si,2,4,2,2,20,3.9,3.5,3.2,MUYALTO
La Serena,M,23,RUR,MI3,SEP,1,4,en_casa,servicios,reputacion,si,si,otro,1,2,3,no,si,no,no,no,si,4,1,3,4,3,5.2,6.4,6.4,BAJO
La Serena,F,20,RUR,MQ3,SEP,2,3,otro,servicios,cercania,no,si,padre,3,2,1,no,si,no,no,si,no,3,2,2,1,16,4.8,4.8,4.7,ALTO
Valparaiso,F,20,RUR,MQ3,JUN,4,1,otro,otro,otro,si,si,padre,3,2,3,no,si,no,si,si,no,1,3,4,2,9,4.7,4.6,4.7,ALTO
Valparaiso,F,20,URB,MQ3,SEP,4,3,profesor,salud,otro,no,si,otro,4,4,1,no,si,si,si,si,si,1,1,5,5,18,4.3,4.1,4.2,MUYALTO
La Serena,F,25,URB,MI3,SEP,4,0,servicios,servicios,cercania,si,si,madre,4,2,2,si,si,no,si,no,no,3,5,2,5,13,5.2,3.1,6.4,NORMAL
Valparaiso,F,21,URB,MI3,JUN,2,4,en_casa,salud,reputacion,si,si,padre,4,4,1,no,si,no,no,si,no,3,4,3,2,17,3.5,3.6,3.5,ALTO
Valparaiso,M,25,URB,MI3,SEP,3,4,profesor,profesor,cercania,no,si,madre,3,2,1,no,no,si,no,no,si,4,4,3,4,0,4.3,5.8,6.4,BAJO
La Serena,F,18,RUR,MI3,JUN,4,1,otro,otro,cercania,no,no,otro,3,3,3,no,no,si,si,no,si,3,4,3,3,26,5.5,6.7,5.6,BAJO
Valparaiso,F,19,URB,MQ3,SEP,0,4,servicios,otro,cercania,si,si,otro,2,1,2,no,si,si,si,no,no,5,2,5,5,20,6.4,6.1,6.5,NORMAL
La Serena,M,23,RUR,MQ3,JUN,3,1,salud,en_casa,curriculo,no,si,madre,3,4,0,no,si,no,no,no,si,4,5,2,1,23,3.3,4.1,3.5,ALTO
La Serena,F,23,RUR,MQ3,JUN,4,4,profesor,salud,curriculo,si,no,madre,3,1,1,no,no,no,no,no,si,2,3,4,2,30,3.6,5.8,4.3,BAJO
Valparaiso,F,25,RUR,MQ3,SEP,3,4,servicios,salud,cercania,no,no,madre,3,2,3,si,si,si,no,no,no,1,3,3,4,9,3.6,4.2,3.9,ALTO
La Serena,F,21,URB,MQ3,JUN,3,3,otro,otro,reputacion,no,si,madre,3,2,2,no,no,no,si,no,si,1,1,2,1,5,3.4,3.2,4,ALTO
Valparaiso,M,21,RUR,MI3,SEP,3,3,profesor,servicios,otro,no,no,otro,2,2,1,si,no,si,si,no,si,1,1,3,2,11,3.1,4.9,3.7,NORMAL
Valparaiso,M,22,RUR,MI3,SEP,3,0,otro,servicios,cercania,si,si,padre,1,4,0,si,si,si,no,no,no,5,5,2,2,17,3.1,3.4,3.1,BAJO
Valparaiso,M,20,URB,MQ3,JUN,3,0,salud,servicios,otro,si,si,otro,4,2,3,si,no,no,si,no,no,1,1,3,1,7,4,4.1,3.9,ALTO
La Serena,M,25,URB,MI3,SEP,1,3,en_casa,profesor,curriculo,si,no,madre,2,1,2,no,si,si,si,no,no,3,2,1,5,5,2.8,4.9,4.1,BAJO
Valparaiso,M,22,RUR,MQ3,SEP,4,1,profesor,otro,curriculo,no,si,padre,3,2,2,no,si,no,si,no,no,3,2,1,4,17,3.1,6.4,5.5,NORMAL
Valparaiso,M,18,RUR,MQ3,JUN,1,1,otro,otro,reputacion,no,si,madre,3,4,2,no,si,si,no,no,no,3,4,3,4,4,4,6.7,6.4,NORMAL
La Serena,F,22,RUR,MQ3,SEP,3,1,otro,servicios,reputacion,si,si,otro,4,1,0,si,si,no,si,no,no,5,4,1,3,9,5.2,4.8,4.6,BAJO
Valparaiso,F,23,RUR,MI3,JUN,3,3,salud,otro,otro,no,si,padre,2,1,0,si,no,si,si,no,si,2,1,3,2,1,2.2,1,1.7,BAJO
La Serena,M,18,RUR,MQ3,SEP,0,4,servicios,salud,reputacion,si,no,otro,4,1,2,no,no,no,no,no,no,2,2,5,3,12,4.3,5.5,6.4,BAJO
La Serena,F,20,RUR,MQ3,JUN,2,3,otro,salud,cercania,no,si,padre,2,4,3,si,no,no,no,no,si,5,3,2,3,5,4.7,4.8,4.7,ALTO
Valparaiso,M,18,URB,MQ3,SEP,0,4,otro,profesor,otro,si,si,otro,4,2,3,si,si,no,no,si,si,1,3,5,5,56,2.1,2.3,1.9,BAJO
La Serena,F,22,RUR,MQ3,SEP,0,3,en_casa,profesor,reputacion,no,no,otro,1,1,3,no,no,no,si,si,no,5,1,4,1,21,3.7,6.1,5.1,BAJO
Valparaiso,M,25,RUR,MQ3,JUN,3,4,servicios,salud,curriculo,no,si,otro,1,2,1,si,si,no,no,si,no,5,1,4,3,22,4.9,4.3,4.2,ALTO
La Serena,M,25,RUR,MI3,SEP,3,4,profesor,servicios,otro,no,si,otro,1,4,2,si,si,si,si,si,no,5,4,2,1,11,6.4,4.6,5.7,NORMAL
La Serena,F,19,RUR,MQ3,JUN,3,2,otro,otro,cercania,no,no,madre,4,1,3,si,no,si,si,si,no,1,1,2,4,13,4,5.5,5.5,MUYBAJO
La Serena,M,18,RUR,MI3,SEP,2,4,en_casa,salud,cercania,si,si,otro,1,1,2,no,no,no,no,no,no,1,1,1,3,54,2.1,2.3,1.9,BAJO
Valparaiso,F,21,URB,MQ3,SEP,4,3,profesor,salud,reputacion,no,si,otro,3,3,0,no,no,no,no,no,si,1,4,1,3,56,2.3,1.7,1.8,ALTO
La Serena,M,19,RUR,MQ3,SEP,4,3,salud,otro,reputacion,no,si,madre,2,4,1,si,no,si,si,si,si,4,4,3,3,12,3.6,3.5,3.4,ALTO
La Serena,M,22,RUR,MQ3,SEP,4,2,profesor,en_casa,curriculo,si,no,otro,4,3,2,no,si,si,si,si,no,1,4,2,5,24,2.8,3.4,4,BAJO
Valparaiso,M,21,URB,MI3,SEP,1,1,en_casa,servicios,otro,si,si,otro,4,2,2,si,no,si,no,si,no,5,3,5,5,13,5.2,3.6,6.4,BAJO
La Serena,M,22,RUR,MQ3,JUN,1,1,otro,otro,reputacion,si,si,padre,2,1,1,si,no,no,no,no,no,3,5,2,4,20,4,4.1,3.2,ALTO
La Serena,M,18,RUR,MI3,SEP,3,3,otro,profesor,curriculo,no,si,otro,3,1,3,si,no,no,no,no,si,2,1,4,5,14,3.5,3.5,3.4,ALTO
La Serena,F,20,RUR,MI3,JUN,0,1,servicios,otro,curriculo,no,no,otro,3,4,1,no,si,si,si,no,si,2,2,4,1,7,3.7,6.4,5.2,BAJO
Valparaiso,M,19,URB,MI3,JUN,1,1,en_casa,otro,curriculo,si,si,madre,3,4,0,no,no,no,no,si,no,1,2,5,3,13,6.1,5.5,5.3,BAJO
Valparaiso,M,23,RUR,MI3,SEP,0,2,otro,otro,reputacion,no,no,madre,2,2,1,si,si,no,no,si,no,3,5,5,5,28,4.1,3.6,4.1,MUYALTO
La Serena,F,25,RUR,MQ3,SEP,3,2,salud,en_casa,curriculo,no,no,madre,2,4,2,si,no,si,no,si,si,5,4,4,5,75,2.3,1.8,2.2,NORMAL
Valparaiso,F,20,URB,MQ3,SEP,0,4,servicios,salud,cercania,no,si,otro,2,1,2,si,si,si,si,si,si,4,2,5,4,10,4.3,3.1,4.6,BAJO
La Serena,F,20,RUR,MQ3,SEP,3,2,en_casa,en_casa,cercania,no,no,otro,1,1,2,si,si,si,si,no,si,5,1,1,3,56,2.1,2.1,2,MUYALTO
Valparaiso,F,19,URB,MQ3,SEP,0,3,otro,salud,curriculo,no,si,otro,1,4,0,no,no,no,no,si,si,5,3,3,2,4,3.4,4.3,3.7,MUYBAJO
Valparaiso,M,22,URB,MI3,SEP,0,1,en_casa,servicios,curriculo,si,si,padre,3,4,3,si,no,no,no,no,si,4,1,2,3,28,6.4,4,5.5,BAJO
La Serena,M,18,URB,MQ3,JUN,3,3,en_casa,otro,curriculo,no,si,otro,3,1,2,si,no,si,si,no,no,5,1,4,4,8,5.8,3.1,5.8,BAJO
Valparaiso,F,20,RUR,MQ3,JUN,4,4,profesor,salud,curriculo,si,no,otro,1,2,1,no,si,no,si,si,si,4,1,2,5,14,3.7,4,3.3,ALTO
La Serena,F,22,URB,MQ3,SEP,3,4,servicios,otro,otro,si,no,madre,1,2,0,no,si,si,no,si,si,5,1,5,1,12,3.4,3.2,3.2,ALTO
Valparaiso,F,19,URB,MI3,JUN,0,4,otro,en_casa,otro,no,no,madre,3,3,3,no,si,no,no,si,si,4,5,1,4,3,3.8,4.9,5.5,BAJO
Valparaiso,M,25,RUR,MI3,JUN,4,3,salud,salud,cercania,no,si,otro,1,3,0,no,no,si,no,si,si,2,2,3,4,14,3.6,3.7,2.9,ALTO
La Serena,M,25,URB,MI3,SEP,4,4,salud,en_casa,cercania,si,no,padre,4,1,1,si,si,si,si,no,no,4,5,1,3,26,4.6,4.8,4.3,ALTO
La Serena,M,21,RUR,MQ3,SEP,1,0,en_casa,servicios,curriculo,no,no,otro,4,4,1,si,no,si,no,no,no,2,1,3,5,17,3.3,3.7,3.5,ALTO
La Serena,F,22,RUR,MI3,SEP,2,3,en_casa,salud,otro,no,si,madre,2,1,0,si,si,si,no,no,no,2,5,2,3,5,3.5,4.3,3.6,ALTO
Valparaiso,F,23,URB,MI3,JUN,3,3,servicios,en_casa,otro,si,no,madre,4,3,1,no,si,no,no,si,no,4,1,2,5,14,4.9,4.8,4.7,ALTO
La Serena,F,23,URB,MQ3,SEP,3,0,salud,en_casa,otro,no,si,madre,4,4,2,no,no,si,no,si,no,4,2,5,5,8,3.7,3.7,4.1,BAJO
Valparaiso,M,23,URB,MI3,JUN,2,3,otro,en_casa,cercania,no,no,padre,1,1,0,si,no,si,si,si,si,5,3,3,4,22,3.1,6.1,5.1,BAJO
La Serena,M,25,RUR,MI3,SEP,3,4,profesor,profesor,otro,si,no,madre,2,1,0,no,si,si,no,no,no,5,3,2,2,25,5.8,5.5,6.2,BAJO
Valparaiso,M,21,URB,MQ3,JUN,1,3,otro,otro,reputacion,no,si,padre,2,1,1,no,si,si,si,no,no,2,1,4,2,4,4.3,6.4,5,BAJO
Valparaiso,M,25,RUR,MI3,SEP,4,0,profesor,en_casa,cercania,si,no,madre,1,2,0,no,no,no,si,si,si,5,2,2,1,19,5.5,4.3,5.2,MUYBAJO
Valparaiso,M,20,URB,MQ3,SEP,3,4,servicios,salud,otro,no,no,padre,2,3,1,si,si,no,si,si,no,5,1,2,2,23,4.3,4.6,4.2,BAJO
Valparaiso,F,18,RUR,MQ3,JUN,1,1,en_casa,servicios,otro,si,si,madre,4,3,2,si,si,si,si,si,si,3,3,5,5,56,2.3,2.3,2.2,BAJO
Valparaiso,F,20,URB,MQ3,SEP,0,2,en_casa,otro,reputacion,si,si,madre,3,4,2,no,no,si,no,si,si,4,4,5,5,18,4,2.5,3,BAJO
La Serena,M,18,URB,MI3,JUN,3,3,en_casa,profesor,cercania,si,no,otro,2,4,1,no,si,no,si,si,no,3,3,4,1,25,3.3,3.9,3.9,MUYALTO
La Serena,M,18,URB,MQ3,JUN,4,0,servicios,servicios,otro,no,no,otro,4,2,3,no,si,si,no,no,no,2,5,1,4,13,4.3,3.5,3.9,ALTO
Valparaiso,F,25,RUR,MQ3,SEP,4,1,salud,servicios,cercania,si,si,padre,4,1,1,no,si,si,si,no,si,1,2,1,5,23,5.2,4.9,5.2,NORMAL
Valparaiso,M,18,URB,MQ3,SEP,3,3,servicios,servicios,curriculo,no,si,otro,4,3,1,si,no,no,no,no,no,4,2,5,2,20,3.6,4.3,4.1,ALTO
Valparaiso,F,19,URB,MQ3,SEP,1,4,servicios,salud,reputacion,no,si,otro,2,4,2,si,no,no,no,no,si,4,1,2,1,21,5.8,6.7,5.8,MUYBAJO
La Serena,F,23,URB,MQ3,JUN,4,0,salud,en_casa,otro,si,si,otro,2,2,0,no,si,si,si,si,no,4,4,4,4,6,3.4,4.9,7,BAJO
Valparaiso,M,19,URB,MI3,SEP,0,3,otro,servicios,curriculo,si,no,otro,3,4,0,si,no,si,no,si,no,3,4,1,2,14,4.9,4.8,4.7,ALTO
Valparaiso,M,18,RUR,MI3,SEP,4,4,salud,profesor,cercania,no,si,otro,4,3,1,si,no,no,si,no,no,5,3,5,2,23,3.4,6.1,4.4,BAJO
Valparaiso,F,22,URB,MI3,JUN,4,0,salud,servicios,cercania,no,no,madre,2,4,1,no,si,no,si,si,no,3,4,1,2,16,3.1,6.4,5.8,BAJO
Valparaiso,F,20,URB,MQ3,SEP,1,4,en_casa,salud,curriculo,no,no,padre,3,4,3,si,no,no,no,si,no,5,3,4,1,20,3.4,6.4,5.2,BAJO
La Serena,M,20,RUR,MQ3,JUN,4,4,profesor,profesor,reputacion,no,si,otro,1,3,2,si,si,no,si,no,si,5,1,1,5,22,2.8,6.4,5.8,NORMAL
La Serena,F,21,URB,MQ3,SEP,4,4,profesor,otro,curriculo,si,no,padre,1,2,1,no,si,no,si,no,no,1,4,1,1,54,1.7,1.8,1.7,MUYBAJO
Valparaiso,M,20,URB,MI3,JUN,4,3,salud,salud,cercania,si,no,otro,1,2,3,no,no,no,no,si,si,3,3,1,4,2,3.6,3.3,3.2,ALTO
Valparaiso,F,21,URB,MI3,SEP,4,3,profesor,salud,cercania,no,no,otro,3,4,1,si,no,no,no,si,si,5,2,5,2,13,3.9,3.5,4,ALTO
La Serena,M,25,URB,MQ3,SEP,3,2,salud,en_casa,otro,no,no,otro,1,2,2,no,si,no,si,si,si,4,5,3,3,3,4.4,4.1,4.7,ALTO
Valparaiso,M,22,RUR,MQ3,SEP,4,4,otro,salud,curriculo,si,no,otro,2,2,3,si,no,no,no,no,si,4,5,3,3,28,3.1,6.4,5.5,BAJO
La Serena,M,25,URB,MI3,SEP,3,3,profesor,en_casa,curriculo,si,no,madre,1,2,0,si,no,si,si,si,si,2,1,5,4,2,6.1,4,5.6,BAJO
Valparaiso,F,25,RUR,MQ3,SEP,1,4,en_casa,salud,cercania,no,si,otro,2,4,1,no,si,si,si,si,no,1,3,4,4,26,4.6,4.6,5.8,NORMAL
La Serena,F,21,RUR,MI3,SEP,3,1,salud,en_casa,otro,si,si,madre,3,1,0,si,no,si,no,si,si,4,5,5,1,23,2.5,3.1,2.9,BAJO
La Serena,M,23,URB,MI3,JUN,4,3,salud,salud,reputacion,no,no,padre,3,2,2,no,no,si,no,no,si,4,3,3,4,9,3.7,3.1,3.7,NORMAL
Valparaiso,M,25,URB,MQ3,JUN,4,1,servicios,en_casa,cercania,no,no,madre,2,3,3,si,no,si,no,si,no,5,2,2,5,5,3.7,3.4,4.2,MUYALTO
La Serena,F,20,URB,MQ3,SEP,3,4,salud,profesor,reputacion,no,si,padre,3,1,0,si,no,si,no,no,no,1,4,3,1,18,6.7,4.9,6.7,NORMAL
Valparaiso,M,20,RUR,MI3,JUN,1,4,en_casa,profesor,otro,no,si,padre,2,4,1,si,si,no,si,si,si,1,4,1,4,21,4.3,3.5,4.3,ALTO
Valparaiso,M,18,RUR,MQ3,SEP,4,3,profesor,en_casa,reputacion,si,si,madre,2,2,3,no,no,si,si,no,no,4,3,4,1,11,5.8,5.8,6,NORMAL
Valparaiso,F,23,URB,MQ3,SEP,2,2,en_casa,otro,cercania,si,si,otro,2,2,1,no,si,si,no,no,si,5,2,5,2,3,3.6,3.6,3.5,ALTO
Valparaiso,F,25,URB,MI3,SEP,4,4,profesor,salud,otro,no,si,madre,3,4,2,si,si,no,si,si,no,2,4,3,3,5,4.9,4.8,4.7,ALTO
La Serena,M,23,URB,MI3,SEP,4,2,profesor,servicios,reputacion,si,no,madre,3,4,2,no,no,si,si,si,si,2,5,2,1,75,1.8,1.7,2.2,BAJO
La Serena,M,22,URB,MQ3,JUN,3,4,en_casa,otro,otro,si,no,madre,3,1,2,no,no,si,no,no,no,1,1,3,2,9,4.4,3.4,4.1,ALTO
La Serena,F,22,URB,MI3,JUN,4,4,salud,salud,curriculo,no,no,madre,1,2,3,si,si,si,no,si,no,3,5,5,1,1,1.9,3.4,2.8,BAJO
Valparaiso,F,19,RUR,MI3,JUN,3,4,salud,salud,cercania,no,no,padre,4,4,0,si,si,si,no,si,no,4,5,3,4,12,3.6,3,2.7,ALTO
La Serena,F,22,RUR,MI3,JUN,4,4,otro,profesor,reputacion,si,si,otro,3,4,2,no,si,no,si,si,si,5,2,2,5,30,4.3,4.3,5.8,NORMAL
Valparaiso,F,18,URB,MI3,JUN,4,4,otro,profesor,reputacion,si,si,otro,2,4,2,no,si,no,si,si,no,1,1,1,5,1,4.3,1,3,BAJO
Valparaiso,F,21,URB,MQ3,SEP,0,3,en_casa,profesor,otro,si,no,madre,4,4,3,si,no,si,no,si,si,3,4,4,4,2,4.3,3.4,3.4,MUYALTO
Valparaiso,F,20,RUR,MI3,JUN,4,4,profesor,profesor,curriculo,si,si,madre,2,1,2,no,no,si,no,si,no,5,4,1,3,12,3.7,6.1,4.7,BAJO
Valparaiso,F,19,RUR,MQ3,JUN,1,2,en_casa,otro,curriculo,si,no,otro,4,2,1,si,si,si,si,no,no,3,1,2,2,24,5.2,3.1,4.6,BAJO
La Serena,M,18,RUR,MQ3,JUN,0,4,en_casa,en_casa,otro,si,no,otro,2,4,1,si,si,si,si,si,si,2,2,5,4,13,2.5,3.4,3.4,BAJO
La Serena,M,18,RUR,MI3,SEP,3,3,salud,salud,otro,no,si,padre,4,4,1,no,si,no,no,no,no,5,4,1,3,24,3.4,1,2.3,NORMAL
La Serena,M,25,RUR,MI3,JUN,3,4,salud,salud,otro,si,no,otro,4,2,2,no,si,si,si,no,no,4,1,1,1,13,3.1,4.6,6.4,BAJO
Valparaiso,M,20,URB,MQ3,JUN,1,4,en_casa,salud,curriculo,no,si,padre,2,2,1,no,si,no,si,no,no,4,3,1,1,28,3.6,3.7,4.3,ALTO
Valparaiso,F,21,URB,MQ3,JUN,4,1,salud,otro,cercania,no,si,otro,1,1,1,si,si,si,no,no,si,4,2,5,2,3,5.8,4.9,5.7,NORMAL
Valparaiso,F,19,RUR,MQ3,SEP,4,4,servicios,profesor,curriculo,no,si,padre,3,2,2,no,si,no,no,si,no,2,3,3,2,2,4.3,4.6,4.9,BAJO
La Serena,M,23,RUR,MQ3,SEP,4,4,servicios,profesor,curriculo,no,no,padre,2,1,2,si,si,no,si,no,no,4,5,3,4,21,4.7,5.8,7,BAJO
Valparaiso,M,18,RUR,MI3,JUN,4,3,profesor,profesor,curriculo,si,no,otro,4,1,1,no,no,no,no,no,no,5,3,4,5,8,2.8,2.8,2.8,ALTO
Valparaiso,M,23,URB,MI3,JUN,4,4,profesor,salud,otro,si,si,padre,4,3,1,no,no,no,no,no,no,4,2,5,1,54,1.8,1.8,1.8,ALTO
La Serena,M,22,URB,MI3,JUN,1,1,otro,servicios,curriculo,no,si,madre,3,3,2,si,si,no,si,si,si,2,4,4,4,6,5.8,6.7,5.8,BAJO
Valparaiso,F,22,RUR,MI3,SEP,2,4,en_casa,en_casa,cercania,no,no,otro,4,1,3,no,no,si,no,no,si,3,2,1,4,30,2.5,3.4,3.7,NORMAL
La Serena,F,18,URB,MQ3,SEP,4,2,en_casa,en_casa,cercania,si,no,padre,1,1,3,si,si,no,si,si,no,4,3,5,5,19,3.1,4.9,6.1,NORMAL
Valparaiso,F,23,RUR,MQ3,SEP,3,4,profesor,salud,cercania,si,si,madre,2,1,2,no,no,no,no,no,si,5,3,2,1,19,5.8,3.1,7,BAJO
La Serena,F,23,RUR,MI3,SEP,3,2,servicios,otro,reputacion,no,no,otro,4,3,2,no,no,si,si,no,no,5,1,4,5,18,4.3,5.5,5.6,BAJO
Valparaiso,M,23,URB,MI3,JUN,4,4,servicios,servicios,reputacion,si,no,padre,1,2,0,no,si,si,no,si,no,2,5,4,4,8,4.6,4.8,4.7,ALTO
La Serena,M,20,URB,MI3,JUN,3,4,salud,profesor,reputacion,si,no,otro,4,4,2,si,no,no,si,si,no,3,3,3,1,9,4.9,4.8,3.9,ALTO
Valparaiso,M,21,URB,MQ3,JUN,4,4,salud,servicios,otro,si,si,padre,3,2,1,si,no,no,si,si,no,2,5,2,1,26,3.1,3.4,2.7,ALTO
La Serena,F,20,RUR,MQ3,SEP,3,2,en_casa,otro,reputacion,no,no,madre,1,1,1,no,no,no,no,si,si,3,3,1,4,1,3.4,4.1,4.2,ALTO
Valparaiso,F,20,URB,MQ3,JUN,2,0,otro,servicios,cercania,no,si,padre,1,2,3,si,no,si,si,si,no,2,5,5,3,56,1.8,2.3,1.7,NORMAL
Valparaiso,M,19,RUR,MQ3,SEP,4,2,salud,otro,reputacion,no,si,padre,4,3,0,si,si,no,no,no,no,1,3,3,4,13,6.1,4.6,5.5,BAJO
La Serena,F,22,URB,MQ3,JUN,1,3,otro,otro,cercania,si,no,madre,3,1,3,no,no,no,si,no,si,3,5,2,3,8,4.9,5.8,5.9,BAJO
Valparaiso,F,19,RUR,MQ3,SEP,1,3,servicios,otro,cercania,no,no,otro,1,2,3,no,si,si,no,no,si,4,5,1,5,28,4.7,3.9,4.2,ALTO
La Serena,M,20,URB,MI3,SEP,2,4,en_casa,salud,cercania,si,si,otro,2,4,3,no,no,no,si,si,si,4,1,3,1,30,3.6,3.7,4.2,MUYALTO
La Serena,F,25,URB,MQ3,SEP,4,3,servicios,servicios,reputacion,no,no,madre,1,3,1,no,no,no,si,si,no,2,5,2,5,56,1.8,2.2,2.1,NORMAL
La Serena,M,21,RUR,MQ3,JUN,3,3,en_casa,salud,otro,no,si,madre,3,1,3,si,si,si,si,no,si,4,5,5,1,9,5.8,3.7,5.5,MUYBAJO
La Serena,M,19,URB,MQ3,JUN,3,2,salud,servicios,cercania,si,no,madre,3,2,0,si,no,no,si,si,si,5,2,3,4,11,4,6.7,5,BAJO
La Serena,M,25,URB,MI3,JUN,4,2,profesor,otro,reputacion,no,no,madre,4,1,0,no,si,no,si,si,no,1,1,3,1,75,2.1,1.6,2.1,ALTO
La Serena,M,25,URB,MI3,SEP,1,3,en_casa,otro,otro,no,si,padre,4,2,1,no,si,si,si,si,si,4,4,4,4,12,2.5,1,1.6,BAJO
Valparaiso,M,22,RUR,MQ3,SEP,4,3,profesor,salud,reputacion,si,no,padre,4,2,0,no,no,si,no,no,si,2,4,4,2,0,4.9,4.9,5.8,BAJO
Valparaiso,M,20,URB,MI3,SEP,1,3,otro,salud,otro,si,no,padre,4,2,1,si,si,no,si,no,no,5,1,1,2,0,4.2,3.9,3.8,ALTO
La Serena,F,20,RUR,MI3,JUN,4,0,profesor,servicios,cercania,si,si,otro,3,4,3,no,si,no,no,si,no,2,2,2,1,28,4.5,4.8,4.7,ALTO
Valparaiso,F,19,RUR,MI3,SEP,4,2,en_casa,en_casa,curriculo,si,si,madre,3,3,0,si,no,no,si,si,no,4,1,2,2,1,3.4,1,2,NORMAL
Valparaiso,F,18,RUR,MQ3,JUN,3,2,profesor,otro,otro,no,no,otro,1,4,3,si,no,si,si,si,si,3,5,5,5,15,2.2,2.8,2.6,ALTO
Valparaiso,M,25,URB,MI3,JUN,3,4,profesor,salud,cercania,si,si,madre,2,2,1,si,si,no,no,no,no,1,2,1,5,12,4.3,3.4,3.5,NORMAL
Valparaiso,F,23,URB,MQ3,SEP,1,0,en_casa,otro,cercania,no,no,otro,1,4,1,si,si,si,no,no,no,1,1,1,2,7,2.2,3.1,2.9,BAJO
Valparaiso,F,20,URB,MQ3,JUN,0,0,servicios,en_casa,curriculo,no,si,padre,4,4,2,si,si,no,no,no,si,2,3,1,5,12,3.1,6.1,4.9,BAJO
La Serena,M,23,RUR,MI3,SEP,3,3,salud,salud,otro,si,no,madre,1,1,3,no,si,no,si,no,no,3,1,1,1,22,3.7,6.4,6.4,BAJO
Valparaiso,F,25,URB,MI3,JUN,2,4,servicios,otro,cercania,si,no,otro,3,2,1,si,no,si,si,no,si,4,4,5,5,17,2.8,4,3.9,BAJO
La Serena,F,25,URB,MI3,JUN,2,2,en_casa,otro,cercania,si,si,padre,2,4,1,si,no,si,no,si,si,3,3,2,5,30,6.1,3.4,4.4,MUYBAJO
La Serena,F,20,URB,MQ3,JUN,1,4,en_casa,otro,cercania,si,si,madre,1,2,3,no,no,no,no,si,si,3,1,1,4,2,4.3,3.6,3.6,ALTO
Valparaiso,F,25,RUR,MQ3,JUN,4,3,profesor,salud,curriculo,no,si,padre,4,4,2,no,no,no,no,no,no,5,1,1,4,21,4.9,5.2,4.6,BAJO
La Serena,F,19,RUR,MQ3,JUN,1,3,servicios,en_casa,otro,no,no,otro,3,2,2,si,si,no,si,si,si,2,2,1,1,3,4.5,5.5,4.6,NORMAL
La Serena,F,22,RUR,MQ3,SEP,3,3,profesor,servicios,curriculo,no,si,otro,3,1,1,no,si,no,si,si,si,1,4,1,2,12,2.6,2.4,2.4,ALTO
Valparaiso,F,21,RUR,MI3,JUN,3,4,servicios,otro,otro,no,si,otro,1,3,0,no,si,no,si,si,no,1,1,3,4,16,4.3,6.7,5.2,BAJO
Valparaiso,M,20,URB,MI3,JUN,2,3,otro,servicios,reputacion,si,si,otro,2,2,2,si,si,no,no,si,no,1,4,3,5,28,5.2,4.8,6.4,BAJO
